year_quarter,station_id,unique_bikes,total_trips,trips_per_bike
2018Q2,3170,702,1276,1.8176638176638176
2018Q2,3181,11,12,1.0909090909090908
2018Q2,3183,4,5,1.25
2018Q2,3184,2,3,1.5
2018Q2,3185,1,2,2.0
2018Q2,3186,2,5,2.5
2018Q2,3188,1,3,3.0
2018Q2,90007,8,8,1.0
2018Q2,90010,1,1,1.0
2018Q2,90018,1,1,1.0
2022Q3,3000,6,7,1.1666666666666667
2022Q3,3004,1002,1866,1.8622754491017963
2022Q3,3005,738,1107,1.5
2022Q3,3006,1112,2494,2.2428057553956835
2022Q3,3007,1407,4292,3.0504619758351104
2022Q3,3008,560,802,1.4321428571428572
2022Q3,3009,1120,2286,2.0410714285714286
2022Q3,3010,1474,5161,3.501356852103121
2022Q3,3012,1315,3302,2.5110266159695818
2022Q3,3014,724,1089,1.5041436464088398
2022Q3,3015,790,1251,1.5835443037974684
2022Q3,3016,356,509,1.4297752808988764
2022Q3,3017,526,813,1.5456273764258555
2022Q3,3018,1154,2564,2.221837088388215
2022Q3,3019,587,828,1.4105621805792163
2022Q3,3020,1326,3080,2.3227752639517347
2022Q3,3021,1303,3018,2.316193399846508
2022Q3,3022,1344,3368,2.505952380952381
2022Q3,3024,706,1123,1.5906515580736544
2022Q3,3025,951,1775,1.8664563617245005
2022Q3,3026,1173,2602,2.2182438192668372
2022Q3,3028,1397,3849,2.755189692197566
2022Q3,3029,1278,2960,2.316118935837246
2022Q3,3030,1202,2668,2.2196339434276204
2022Q3,3031,725,1145,1.5793103448275863
2022Q3,3032,1437,4397,3.059846903270703
2022Q3,3033,1179,2540,2.154368108566582
2022Q3,3034,1149,2387,2.0774586597040905
2022Q3,3035,961,1931,2.0093652445369408
2022Q3,3037,1162,2630,2.2633390705679863
2022Q3,3038,1254,2600,2.073365231259968
2022Q3,3039,888,1571,1.7691441441441442
2022Q3,3040,1211,2539,2.096614368290669
2022Q3,3041,929,1564,1.6835306781485468
2022Q3,3043,1065,2144,2.013145539906103
2022Q3,3045,1384,4055,2.929913294797688
2022Q3,3046,1360,3667,2.6963235294117647
2022Q3,3047,1160,2404,2.0724137931034483
2022Q3,3049,1133,2722,2.4024713150926744
2022Q3,3050,1118,2372,2.1216457960644006
2022Q3,3051,1039,2084,2.005774783445621
2022Q3,3052,1383,3910,2.827187274041938
2022Q3,3053,850,1464,1.7223529411764706
2022Q3,3054,1471,4780,3.249490142760027
2022Q3,3055,1122,2317,2.0650623885918002
2022Q3,3056,710,1119,1.576056338028169
2022Q3,3057,1164,2725,2.34106529209622
2022Q3,3058,1180,2562,2.171186440677966
2022Q3,3059,1120,2307,2.0598214285714285
2022Q3,3060,723,1161,1.6058091286307055
2022Q3,3061,1175,2486,2.115744680851064
2022Q3,3062,737,1161,1.5753052917232022
2022Q3,3063,1275,3117,2.4447058823529413
2022Q3,3064,1137,2441,2.146877748460862
2022Q3,3065,470,679,1.4446808510638298
2022Q3,3066,1361,3560,2.6157237325495957
2022Q3,3067,295,383,1.2983050847457627
2022Q3,3068,1009,1905,1.88800792864222
2022Q3,3069,912,1627,1.7839912280701755
2022Q3,3070,585,844,1.4427350427350427
2022Q3,3071,725,1125,1.5517241379310345
2022Q3,3072,785,1362,1.735031847133758
2022Q3,3073,1006,1858,1.8469184890656063
2022Q3,3074,890,1515,1.702247191011236
2022Q3,3075,1084,2156,1.988929889298893
2022Q3,3077,579,859,1.4835924006908463
2022Q3,3078,1227,2727,2.2224938875305624
2022Q3,3086,834,1323,1.5863309352517985
2022Q3,3088,882,1660,1.8820861678004535
2022Q3,3093,134,187,1.3955223880597014
2022Q3,3096,69,113,1.6376811594202898
2022Q3,3097,638,1015,1.5909090909090908
2022Q3,3098,1046,1916,1.8317399617590822
2022Q3,3099,751,1222,1.6271637816245006
2022Q3,3100,1133,2586,2.2824360105913506
2022Q3,3101,1382,3822,2.7655571635311142
2022Q3,3102,1334,3765,2.8223388305847075
2022Q3,3104,472,735,1.5572033898305084
2022Q3,3106,195,275,1.4102564102564104
2022Q3,3107,380,523,1.3763157894736842
2022Q3,3110,769,1447,1.8816644993498048
2022Q3,3111,227,332,1.4625550660792952
2022Q3,3112,630,998,1.584126984126984
2022Q3,3113,189,230,1.216931216931217
2022Q3,3114,1106,2297,2.076853526220615
2022Q3,3115,479,694,1.4488517745302714
2022Q3,3116,1052,2054,1.9524714828897338
2022Q3,3117,273,396,1.4505494505494505
2022Q3,3118,528,765,1.4488636363636365
2022Q3,3119,331,496,1.498489425981873
2022Q3,3120,858,1611,1.8776223776223777
2022Q3,3121,796,1385,1.7399497487437185
2022Q3,3123,385,613,1.5922077922077922
2022Q3,3124,1001,2192,2.18981018981019
2022Q3,3125,1137,2494,2.19349164467898
2022Q3,3150,712,1135,1.5941011235955056
2022Q3,3152,566,795,1.4045936395759717
2022Q3,3153,377,546,1.4482758620689655
2022Q3,3154,1305,3441,2.636781609195402
2022Q3,3155,1086,2152,1.98158379373849
2022Q3,3156,1072,2008,1.873134328358209
2022Q3,3157,877,1560,1.7787913340935007
2022Q3,3158,1016,1934,1.9035433070866141
2022Q3,3159,993,1806,1.8187311178247734
2022Q3,3160,1064,1951,1.8336466165413534
2022Q3,3161,1171,2422,2.068317677198975
2022Q3,3162,870,1484,1.7057471264367816
2022Q3,3163,1043,2239,2.146692233940556
2022Q3,3164,966,1745,1.8064182194616978
2022Q3,3165,950,1806,1.9010526315789473
2022Q3,3166,776,1257,1.6198453608247423
2022Q3,3167,1408,4537,3.2223011363636362
2022Q3,3168,1442,4499,3.11997226074896
2022Q3,3169,990,1817,1.8353535353535353
2022Q3,3170,784,1205,1.5369897959183674
2022Q3,3181,151,279,1.8476821192052981
2022Q3,3182,1151,2496,2.1685490877497826
2022Q3,3183,126,211,1.6746031746031746
2022Q3,3184,377,455,1.206896551724138
2022Q3,3185,1348,3466,2.5712166172106823
2022Q3,3187,881,1386,1.5732122587968218
2022Q3,3188,529,803,1.5179584120982987
2022Q3,3190,1508,5026,3.3328912466843503
2022Q3,3196,139,271,1.9496402877697843
2022Q3,3197,781,1344,1.7208706786171575
2022Q3,3200,387,566,1.4625322997416021
2022Q3,3201,1124,2376,2.113879003558719
2022Q3,3202,1404,4441,3.1631054131054133
2022Q3,3203,1174,2626,2.2367972742759794
2022Q3,3204,927,1621,1.7486515641855447
2022Q3,3205,1070,1996,1.8654205607476635
2022Q3,3206,1249,3044,2.4371497197758205
2022Q3,3207,1112,2205,1.9829136690647482
2022Q3,3208,1353,3420,2.5277161862527717
2022Q3,3209,722,1132,1.5678670360110802
2022Q3,3210,515,963,1.8699029126213593
2022Q3,3211,512,741,1.447265625
2022Q3,3212,1247,4249,3.4073777064955895
2022Q3,3226,236,299,1.2669491525423728
2022Q3,3233,650,923,1.42
2022Q3,3234,917,1505,1.6412213740458015
2022Q3,3235,886,1476,1.6659142212189617
2022Q3,3236,836,1441,1.7236842105263157
2022Q3,3237,462,664,1.4372294372294372
2022Q3,3238,1203,2811,2.336658354114713
2022Q3,3240,68,90,1.3235294117647058
2022Q3,3241,318,711,2.2358490566037736
2022Q3,3243,155,233,1.5032258064516129
2022Q3,3244,1286,3092,2.404354587869362
2022Q3,3245,736,1194,1.622282608695652
2022Q3,3246,501,738,1.473053892215569
2022Q3,3247,156,209,1.3397435897435896
2022Q3,3248,874,1469,1.6807780320366132
2022Q3,3249,764,1191,1.5589005235602094
2022Q3,3250,569,842,1.4797891036906854
2022Q3,3251,277,410,1.48014440433213
2022Q3,3252,675,1095,1.6222222222222222
2022Q3,3253,347,509,1.4668587896253602
2022Q3,3254,403,602,1.4937965260545907
2022Q3,3255,1221,2797,2.2907452907452908
2022Q3,3256,1258,3028,2.4069952305246423
2022Q3,3257,585,917,1.5675213675213675
2022Q3,3258,324,517,1.595679012345679
2022Q3,3259,704,1140,1.6193181818181819
2022Q3,3261,1011,1928,1.9070227497527201
2022Q3,3263,390,542,1.3897435897435897
2022Q3,3264,1076,2137,1.9860594795539033
2022Q3,3265,747,1189,1.5917001338688086
2022Q3,3266,634,1028,1.6214511041009463
2022Q3,3267,405,578,1.4271604938271605
2022Q3,3271,201,273,1.3582089552238805
2022Q3,3272,156,236,1.5128205128205128
2022Q3,3273,700,1497,2.138571428571429
2022Q3,3275,495,727,1.4686868686868686
2022Q3,3276,482,677,1.404564315352697
2022Q3,3277,121,178,1.4710743801652892
2022Q3,3278,115,148,1.2869565217391303
2022Q3,3279,428,556,1.2990654205607477
2022Q3,3280,131,178,1.3587786259541985
2022Q3,3281,89,120,1.348314606741573
2022Q3,3282,55,77,1.4
2022Q3,3287,67,89,1.328358208955224
2022Q1,3000,6,20,3.3333333333333335
2022Q1,3004,329,400,1.21580547112462
2022Q1,3005,246,337,1.3699186991869918
2022Q1,3006,577,966,1.6741767764298094
2022Q1,3007,922,2043,2.215835140997831
2022Q1,3008,241,319,1.3236514522821576
2022Q1,3009,635,1114,1.7543307086614173
2022Q1,3010,1010,2344,2.3207920792079206
2022Q1,3011,339,448,1.3215339233038348
2022Q1,3012,796,1571,1.9736180904522613
2022Q1,3013,434,676,1.5576036866359446
2022Q1,3014,257,317,1.2334630350194553
2022Q1,3015,325,414,1.2738461538461539
2022Q1,3016,147,178,1.2108843537414966
2022Q1,3017,224,376,1.6785714285714286
2022Q1,3018,651,1127,1.7311827956989247
2022Q1,3019,245,333,1.3591836734693878
2022Q1,3020,889,1925,2.1653543307086616
2022Q1,3021,793,1349,1.7011349306431274
2022Q1,3022,836,1531,1.8313397129186604
2022Q1,3024,311,443,1.4244372990353698
2022Q1,3025,501,726,1.4491017964071857
2022Q1,3026,591,905,1.5313028764805414
2022Q1,3028,726,1335,1.8388429752066116
2022Q1,3029,706,1292,1.8300283286118981
2022Q1,3030,629,1019,1.6200317965023847
2022Q1,3031,448,743,1.6584821428571428
2022Q1,3032,1029,2342,2.2759961127308066
2022Q1,3033,743,1332,1.7927321668909826
2022Q1,3034,635,1001,1.5763779527559054
2022Q1,3035,560,1113,1.9875
2022Q1,3037,718,1199,1.66991643454039
2022Q1,3038,397,529,1.3324937027707808
2022Q1,3039,445,722,1.6224719101123595
2022Q1,3040,577,959,1.6620450606585788
2022Q1,3041,371,550,1.482479784366577
2022Q1,3043,480,924,1.925
2022Q1,3045,937,1992,2.1259338313767344
2022Q1,3046,783,1425,1.8199233716475096
2022Q1,3047,515,771,1.4970873786407768
2022Q1,3049,282,386,1.3687943262411348
2022Q1,3050,533,748,1.403377110694184
2022Q1,3051,555,877,1.5801801801801802
2022Q1,3052,1000,2340,2.34
2022Q1,3053,438,734,1.6757990867579908
2022Q1,3054,865,1895,2.1907514450867054
2022Q1,3055,624,1004,1.608974358974359
2022Q1,3056,440,667,1.5159090909090909
2022Q1,3057,529,884,1.6710775047258979
2022Q1,3058,682,1124,1.6480938416422288
2022Q1,3059,558,862,1.5448028673835126
2022Q1,3060,355,438,1.2338028169014084
2022Q1,3061,709,1154,1.627644569816643
2022Q1,3062,340,447,1.3147058823529412
2022Q1,3063,755,1439,1.9059602649006622
2022Q1,3064,628,1056,1.6815286624203822
2022Q1,3065,229,322,1.4061135371179039
2022Q1,3066,942,2067,2.194267515923567
2022Q1,3067,169,206,1.2189349112426036
2022Q1,3068,545,804,1.4752293577981652
2022Q1,3069,524,748,1.4274809160305344
2022Q1,3070,232,295,1.271551724137931
2022Q1,3071,276,368,1.3333333333333333
2022Q1,3072,363,517,1.4242424242424243
2022Q1,3073,417,566,1.3573141486810552
2022Q1,3074,479,745,1.5553235908141962
2022Q1,3075,446,722,1.6188340807174888
2022Q1,3077,306,456,1.4901960784313726
2022Q1,3078,746,1215,1.628686327077748
2022Q1,3086,423,574,1.3569739952718676
2022Q1,3088,366,590,1.6120218579234973
2022Q1,3093,28,37,1.3214285714285714
2022Q1,3096,34,59,1.7352941176470589
2022Q1,3097,249,377,1.5140562248995983
2022Q1,3098,446,651,1.4596412556053813
2022Q1,3099,304,398,1.3092105263157894
2022Q1,3100,527,960,1.8216318785578747
2022Q1,3101,920,1769,1.9228260869565217
2022Q1,3102,772,1542,1.9974093264248705
2022Q1,3104,181,253,1.3977900552486189
2022Q1,3106,75,130,1.7333333333333334
2022Q1,3107,91,128,1.4065934065934067
2022Q1,3108,746,1381,1.851206434316354
2022Q1,3110,276,369,1.3369565217391304
2022Q1,3111,98,145,1.4795918367346939
2022Q1,3112,203,258,1.270935960591133
2022Q1,3113,85,93,1.0941176470588236
2022Q1,3114,645,1134,1.758139534883721
2022Q1,3115,256,325,1.26953125
2022Q1,3116,494,691,1.3987854251012146
2022Q1,3117,66,95,1.4393939393939394
2022Q1,3118,246,322,1.3089430894308942
2022Q1,3119,124,167,1.346774193548387
2022Q1,3120,319,425,1.3322884012539185
2022Q1,3121,522,899,1.7222222222222223
2022Q1,3123,175,239,1.3657142857142857
2022Q1,3124,246,361,1.467479674796748
2022Q1,3125,686,1194,1.7405247813411078
2022Q1,3150,328,459,1.399390243902439
2022Q1,3152,253,334,1.3201581027667983
2022Q1,3153,172,242,1.4069767441860466
2022Q1,3154,770,1397,1.8142857142857143
2022Q1,3155,533,840,1.575984990619137
2022Q1,3156,593,931,1.569983136593592
2022Q1,3157,430,618,1.4372093023255814
2022Q1,3158,506,748,1.4782608695652173
2022Q1,3159,525,809,1.5409523809523809
2022Q1,3160,684,1159,1.6944444444444444
2022Q1,3161,609,903,1.4827586206896552
2022Q1,3162,391,533,1.3631713554987213
2022Q1,3163,597,947,1.5862646566164154
2022Q1,3164,470,682,1.451063829787234
2022Q1,3165,375,571,1.5226666666666666
2022Q1,3166,300,389,1.2966666666666666
2022Q1,3167,931,2049,2.200859291084855
2022Q1,3168,932,2125,2.2800429184549356
2022Q1,3169,444,668,1.5045045045045045
2022Q1,3170,393,538,1.3689567430025444
2022Q1,3181,50,84,1.68
2022Q1,3182,582,882,1.5154639175257731
2022Q1,3183,36,59,1.6388888888888888
2022Q1,3184,268,368,1.373134328358209
2022Q1,3185,781,1472,1.884763124199744
2022Q1,3186,20,159,7.95
2022Q1,3187,404,555,1.3737623762376239
2022Q1,3188,116,207,1.7844827586206897
2022Q1,3190,911,1965,2.1569703622392975
2022Q1,3196,30,44,1.4666666666666666
2022Q1,3197,369,490,1.3279132791327912
2022Q1,3200,248,358,1.4435483870967742
2022Q1,3201,475,671,1.4126315789473685
2022Q1,3202,891,2489,2.793490460157127
2022Q1,3203,770,1494,1.9402597402597404
2022Q1,3204,544,799,1.46875
2022Q1,3205,480,661,1.3770833333333334
2022Q1,3206,706,1278,1.8101983002832862
2022Q1,3207,769,1502,1.953185955786736
2022Q1,3208,1011,2391,2.364985163204748
2022Q1,3209,362,497,1.37292817679558
2022Q1,3210,278,439,1.579136690647482
2022Q1,3211,375,553,1.4746666666666666
2022Q1,3212,489,884,1.8077709611451942
2022Q1,3226,110,144,1.309090909090909
2022Q1,3233,289,376,1.301038062283737
2022Q1,3234,521,744,1.4280230326295584
2022Q1,3235,346,501,1.4479768786127167
2022Q1,3236,315,416,1.3206349206349206
2022Q1,3237,119,144,1.2100840336134453
2022Q1,3238,671,1124,1.6751117734724292
2022Q1,3240,166,202,1.216867469879518
2022Q1,3241,179,236,1.318435754189944
2022Q1,3243,41,65,1.5853658536585367
2022Q1,3244,722,1295,1.793628808864266
2022Q1,3245,411,658,1.6009732360097324
2022Q1,3246,189,239,1.2645502645502646
2022Q1,3247,51,69,1.3529411764705883
2022Q1,3248,364,507,1.3928571428571428
2022Q1,3249,362,541,1.4944751381215469
2022Q1,3250,214,268,1.2523364485981308
2022Q1,3251,81,96,1.1851851851851851
2022Q1,3252,228,337,1.4780701754385965
2022Q1,3253,115,156,1.3565217391304347
2022Q1,3254,242,325,1.3429752066115703
2022Q1,3255,561,875,1.5597147950089127
2022Q1,3256,688,1146,1.6656976744186047
2022Q1,3257,150,185,1.2333333333333334
2022Q1,3258,101,131,1.297029702970297
2022Q1,3259,235,329,1.4
2022Q1,3261,382,502,1.3141361256544504
2022Q1,3263,86,101,1.1744186046511629
2022Q1,3265,2,2,1.0
2022Q1,3266,106,147,1.3867924528301887
2022Q1,3267,102,133,1.303921568627451
2022Q1,3271,33,40,1.2121212121212122
2022Q1,3272,26,34,1.3076923076923077
2020Q4,3000,3,3,1.0
2020Q4,3004,393,527,1.340966921119593
2020Q4,3005,362,487,1.3453038674033149
2020Q4,3006,744,1577,2.1196236559139785
2020Q4,3007,1007,2577,2.5590863952333662
2020Q4,3008,231,345,1.4935064935064934
2020Q4,3009,717,1284,1.790794979079498
2020Q4,3010,1061,3295,3.105560791705938
2020Q4,3011,465,748,1.6086021505376344
2020Q4,3012,876,1991,2.2728310502283104
2020Q4,3013,525,826,1.5733333333333333
2020Q4,3014,290,358,1.2344827586206897
2020Q4,3015,718,1316,1.8328690807799444
2020Q4,3016,194,271,1.3969072164948453
2020Q4,3017,239,388,1.6234309623430963
2020Q4,3018,760,1353,1.7802631578947368
2020Q4,3019,410,578,1.4097560975609755
2020Q4,3020,677,1171,1.7296898079763663
2020Q4,3021,756,1259,1.6653439153439153
2020Q4,3022,833,1651,1.9819927971188476
2020Q4,3024,451,713,1.580931263858093
2020Q4,3025,704,1236,1.7556818181818181
2020Q4,3028,874,1957,2.239130434782609
2020Q4,3029,551,880,1.5970961887477313
2020Q4,3030,728,1373,1.885989010989011
2020Q4,3031,388,576,1.4845360824742269
2020Q4,3032,1002,2601,2.595808383233533
2020Q4,3033,742,1419,1.912398921832884
2020Q4,3034,680,1176,1.7294117647058824
2020Q4,3035,507,855,1.6863905325443787
2020Q4,3037,803,1564,1.9476961394769614
2020Q4,3038,873,1783,2.042382588774341
2020Q4,3039,670,1216,1.8149253731343284
2020Q4,3040,743,1338,1.800807537012113
2020Q4,3041,455,726,1.5956043956043957
2020Q4,3043,599,1112,1.8564273789649415
2020Q4,3045,1005,2755,2.7412935323383083
2020Q4,3046,910,2164,2.378021978021978
2020Q4,3047,696,1210,1.7385057471264367
2020Q4,3049,569,967,1.6994727592267136
2020Q4,3050,737,1338,1.8154681139755766
2020Q4,3051,642,1137,1.7710280373831775
2020Q4,3052,1057,2923,2.7653736991485336
2020Q4,3053,626,1172,1.8722044728434504
2020Q4,3054,961,2395,2.4921956295525494
2020Q4,3055,723,1258,1.739972337482711
2020Q4,3056,595,1111,1.8672268907563025
2020Q4,3057,919,2364,2.572361262241567
2020Q4,3058,722,1314,1.81994459833795
2020Q4,3059,703,1243,1.768136557610242
2020Q4,3060,454,676,1.4889867841409692
2020Q4,3061,728,1268,1.7417582417582418
2020Q4,3062,592,1002,1.6925675675675675
2020Q4,3063,852,1782,2.091549295774648
2020Q4,3064,711,1250,1.7580872011251758
2020Q4,3065,330,457,1.3848484848484848
2020Q4,3066,895,2117,2.36536312849162
2020Q4,3067,216,299,1.3842592592592593
2020Q4,3068,749,1426,1.903871829105474
2020Q4,3069,629,1103,1.753577106518283
2020Q4,3070,307,403,1.3127035830618892
2020Q4,3071,437,674,1.5423340961098397
2020Q4,3072,444,676,1.5225225225225225
2020Q4,3073,529,864,1.6332703213610587
2020Q4,3074,612,1119,1.8284313725490196
2020Q4,3075,565,986,1.7451327433628319
2020Q4,3077,372,546,1.467741935483871
2020Q4,3078,776,1487,1.916237113402062
2020Q4,3086,721,1344,1.8640776699029127
2020Q4,3088,597,1053,1.763819095477387
2020Q4,3093,132,227,1.7196969696969697
2020Q4,3096,111,172,1.5495495495495495
2020Q4,3097,401,635,1.5835411471321696
2020Q4,3098,575,893,1.5530434782608695
2020Q4,3099,450,665,1.4777777777777779
2020Q4,3100,663,1230,1.8552036199095023
2020Q4,3101,986,2370,2.4036511156186613
2020Q4,3102,833,1941,2.3301320528211282
2020Q4,3104,222,319,1.436936936936937
2020Q4,3106,231,398,1.722943722943723
2020Q4,3107,234,327,1.3974358974358974
2020Q4,3108,908,2034,2.2400881057268722
2020Q4,3110,301,432,1.435215946843854
2020Q4,3111,129,305,2.364341085271318
2020Q4,3112,291,468,1.6082474226804124
2020Q4,3113,84,99,1.1785714285714286
2020Q4,3114,673,1318,1.9583952451708766
2020Q4,3115,308,430,1.396103896103896
2020Q4,3116,545,815,1.4954128440366972
2020Q4,3117,88,146,1.6590909090909092
2020Q4,3118,368,564,1.5326086956521738
2020Q4,3119,197,282,1.4314720812182742
2020Q4,3120,503,802,1.5944333996023856
2020Q4,3121,616,1040,1.6883116883116882
2020Q4,3123,129,175,1.3565891472868217
2020Q4,3124,492,831,1.6890243902439024
2020Q4,3125,777,1459,1.8777348777348777
2020Q4,3150,490,835,1.7040816326530612
2020Q4,3152,317,419,1.3217665615141956
2020Q4,3153,240,412,1.7166666666666666
2020Q4,3154,821,1876,2.285018270401949
2020Q4,3155,632,1169,1.8496835443037976
2020Q4,3156,738,1305,1.7682926829268293
2020Q4,3157,511,877,1.716242661448141
2020Q4,3158,527,813,1.5426944971537002
2020Q4,3159,540,905,1.6759259259259258
2020Q4,3160,755,1814,2.4026490066225166
2020Q4,3161,441,618,1.401360544217687
2020Q4,3162,511,808,1.5812133072407044
2020Q4,3163,876,2081,2.375570776255708
2020Q4,3164,550,936,1.701818181818182
2020Q4,3165,458,764,1.668122270742358
2020Q4,3166,343,472,1.3760932944606414
2020Q4,3167,1014,2948,2.9072978303747536
2020Q4,3168,926,2120,2.289416846652268
2020Q4,3169,764,1475,1.9306282722513088
2020Q4,3170,748,1465,1.9585561497326203
2020Q4,3181,101,238,2.3564356435643563
2020Q4,3182,720,1295,1.7986111111111112
2020Q4,3183,121,293,2.4214876033057853
2020Q4,3184,321,440,1.3707165109034267
2020Q4,3185,898,1865,2.076837416481069
2020Q4,3186,108,407,3.7685185185185186
2020Q4,3187,429,694,1.6177156177156178
2020Q4,3188,218,363,1.665137614678899
2020Q4,3190,997,2518,2.5255767301905716
2020Q4,3192,426,578,1.3568075117370892
2020Q4,3196,126,202,1.6031746031746033
2020Q4,3197,516,1067,2.067829457364341
2020Q4,3200,212,311,1.4669811320754718
2020Q4,3201,542,839,1.547970479704797
2020Q4,3202,942,2928,3.1082802547770703
2020Q4,3203,678,1231,1.8156342182890854
2020Q4,3204,497,743,1.4949698189134808
2020Q4,3205,492,688,1.3983739837398375
2020Q4,3206,774,1422,1.8372093023255813
2020Q4,3207,726,1405,1.9352617079889807
2020Q4,3208,1011,2613,2.5845697329376853
2020Q4,3209,492,791,1.6077235772357723
2020Q4,3210,427,775,1.8149882903981265
2020Q4,3211,351,514,1.4643874643874644
2020Q4,3212,973,3313,3.4049331963001026
2020Q4,3213,747,1454,1.9464524765729585
2020Q4,3214,327,510,1.5596330275229358
2020Q4,3226,2,2,1.0
2018Q1,3004,600,957,1.595
2018Q1,3005,374,498,1.3315508021390374
2018Q1,3006,539,785,1.4564007421150278
2018Q1,3007,749,1362,1.8184245660881175
2018Q1,3008,333,481,1.4444444444444444
2018Q1,3009,727,1409,1.938101788170564
2018Q1,3010,1027,3018,2.9386562804284324
2018Q1,3011,322,489,1.5186335403726707
2018Q1,3012,878,1940,2.2095671981776763
2018Q1,3013,484,723,1.493801652892562
2018Q1,3014,6,7,1.1666666666666667
2018Q1,3015,496,680,1.3709677419354838
2018Q1,3016,110,142,1.290909090909091
2018Q1,3017,134,188,1.4029850746268657
2018Q1,3018,739,1320,1.7861975642760488
2018Q1,3019,365,469,1.284931506849315
2018Q1,3020,937,2208,2.3564567769477054
2018Q1,3021,999,2688,2.690690690690691
2018Q1,3022,809,1591,1.9666254635352287
2018Q1,3023,922,2312,2.507592190889371
2018Q1,3024,329,426,1.2948328267477203
2018Q1,3025,537,814,1.515828677839851
2018Q1,3026,608,994,1.6348684210526316
2018Q1,3027,385,554,1.438961038961039
2018Q1,3028,752,1393,1.8523936170212767
2018Q1,3029,703,1262,1.7951635846372689
2018Q1,3030,680,1167,1.7161764705882352
2018Q1,3031,481,690,1.4345114345114345
2018Q1,3032,897,1969,2.1950947603121516
2018Q1,3033,649,1068,1.6456086286594762
2018Q1,3034,591,909,1.5380710659898478
2018Q1,3035,435,602,1.3839080459770114
2018Q1,3036,243,302,1.242798353909465
2018Q1,3037,468,625,1.3354700854700854
2018Q1,3038,792,1504,1.898989898989899
2018Q1,3039,390,547,1.4025641025641025
2018Q1,3040,799,1478,1.8498122653316647
2018Q1,3041,342,424,1.239766081871345
2018Q1,3043,344,498,1.447674418604651
2018Q1,3045,924,2174,2.3528138528138527
2018Q1,3046,535,835,1.560747663551402
2018Q1,3047,620,994,1.603225806451613
2018Q1,3049,253,337,1.33201581027668
2018Q1,3050,597,936,1.5678391959798994
2018Q1,3051,640,1033,1.6140625
2018Q1,3052,768,1537,2.0013020833333335
2018Q1,3053,558,1252,2.2437275985663083
2018Q1,3054,897,2061,2.297658862876254
2018Q1,3055,520,742,1.426923076923077
2018Q1,3056,561,1052,1.875222816399287
2018Q1,3057,587,1111,1.8926746166950597
2018Q1,3058,716,1325,1.850558659217877
2018Q1,3059,620,981,1.582258064516129
2018Q1,3060,497,725,1.4587525150905432
2018Q1,3061,705,1183,1.6780141843971632
2018Q1,3062,480,698,1.4541666666666666
2018Q1,3063,784,1478,1.885204081632653
2018Q1,3064,749,1403,1.8731642189586115
2018Q1,3065,210,240,1.1428571428571428
2018Q1,3066,761,1482,1.947437582128778
2018Q1,3067,46,159,3.4565217391304346
2018Q1,3068,625,1048,1.6768
2018Q1,3069,450,623,1.3844444444444444
2018Q1,3070,436,610,1.3990825688073394
2018Q1,3071,413,584,1.414043583535109
2018Q1,3072,397,567,1.4282115869017633
2018Q1,3073,546,887,1.6245421245421245
2018Q1,3074,480,705,1.46875
2018Q1,3075,458,672,1.4672489082969433
2018Q1,3077,254,311,1.2244094488188977
2018Q1,3078,672,1121,1.6681547619047619
2018Q1,3086,566,870,1.5371024734982333
2018Q1,3088,225,256,1.1377777777777778
2018Q1,3093,49,79,1.6122448979591837
2018Q1,3095,84,142,1.6904761904761905
2018Q1,3096,58,66,1.1379310344827587
2018Q1,3097,130,165,1.2692307692307692
2018Q1,3098,527,797,1.5123339658444024
2018Q1,3099,326,419,1.2852760736196318
2018Q1,3100,513,809,1.5769980506822612
2018Q1,3101,828,1664,2.0096618357487923
2018Q1,3102,756,1441,1.906084656084656
2018Q1,3103,111,127,1.1441441441441442
2018Q1,3104,153,191,1.2483660130718954
2018Q1,3106,61,72,1.180327868852459
2018Q1,3107,145,167,1.1517241379310346
2018Q1,3108,821,1728,2.104750304506699
2018Q1,3110,237,306,1.2911392405063291
2018Q1,3111,63,73,1.1587301587301588
2018Q1,3112,382,536,1.4031413612565444
2018Q1,3113,70,86,1.2285714285714286
2018Q1,3114,621,1062,1.710144927536232
2018Q1,3115,330,415,1.2575757575757576
2018Q1,3116,437,608,1.391304347826087
2018Q1,3117,60,73,1.2166666666666666
2018Q1,3118,234,335,1.4316239316239316
2018Q1,3119,221,281,1.2714932126696832
2018Q1,3120,454,643,1.4162995594713657
2018Q1,3121,497,713,1.4346076458752515
2018Q1,3122,59,93,1.576271186440678
2018Q1,3123,147,181,1.2312925170068028
2018Q1,3124,164,219,1.3353658536585367
2018Q1,3125,642,1046,1.6292834890965733
2018Q1,3129,423,572,1.3522458628841607
2018Q1,3150,223,270,1.210762331838565
2018Q1,3152,110,141,1.2818181818181817
2018Q1,3153,149,187,1.25503355704698
2018Q1,3154,440,635,1.4431818181818181
2018Q1,3155,489,757,1.5480572597137015
2018Q1,3156,672,1138,1.693452380952381
2018Q1,3157,197,227,1.1522842639593909
2018Q1,3158,300,431,1.4366666666666668
2018Q1,3159,515,734,1.4252427184466019
2018Q1,3160,416,581,1.3966346153846154
2018Q1,3161,654,1050,1.6055045871559632
2018Q1,3162,480,699,1.45625
2018Q1,3163,461,736,1.596529284164859
2018Q1,3164,267,340,1.2734082397003745
2018Q1,3165,539,844,1.5658627087198516
