station_id,normalized_score,station_type
3303,5.354367476346541,Non-Expansion
3304,0.10086005414164118,Non-Expansion
3308,-35.46191458043822,Non-Expansion
3309,-22.20498506340343,Non-Expansion
3311,-100.45824205585625,Non-Expansion
3314,-21.582861145900342,Non-Expansion
3316,-33.94651167835279,Non-Expansion
3318,-24.288728410703232,Non-Expansion
3319,-57.26893987684198,Non-Expansion
3320,37.04111274200078,Non-Expansion
3321,-121.35862227560877,Non-Expansion
3322,-64.14780805858017,Non-Expansion
3323,203.3621540170921,Expansion Recommended
3326,148.29466190770995,Non-Expansion
3327,-115.19125683777627,Non-Expansion
3331,-46.65241401621076,Non-Expansion
3333,-57.442894983372945,Non-Expansion
3334,-55.21506525837182,Non-Expansion
3336,-7.380388844936019,Non-Expansion
3337,21.853251472437382,Non-Expansion
3340,107.01741412416679,Non-Expansion
3341,-39.06293413463804,Non-Expansion
3342,-78.85718934825947,Non-Expansion
3343,-75.6566354610889,Non-Expansion
3344,333.9756252920791,Non-Expansion
3345,-41.27943348859172,Non-Expansion
3346,-67.09471705476095,Non-Expansion
3347,-63.4024196189502,Non-Expansion
3348,-44.977564703751305,Non-Expansion
3349,-18.466502075423662,Non-Expansion
3352,-67.03690422759321,Non-Expansion
3353,-57.634646235727246,Non-Expansion
3355,-39.64551341981188,Non-Expansion
3358,-6.028528072549527,Non-Expansion
3359,-32.5141107640289,Expansion Recommended
3360,53.96665005737509,Non-Expansion
3361,62.56580150361955,Non-Expansion
3364,28.943263413279862,Non-Expansion
3365,52.230394829797014,Non-Expansion
3366,212.26942061439053,Expansion Recommended
3368,2.426757078466561,Non-Expansion
3031,-14.279330210401431,Non-Expansion
3111,62.06951419647531,Non-Expansion
3117,-66.25736704259677,Non-Expansion
3181,-40.30097743644806,Non-Expansion
3184,-122.33705746822058,Non-Expansion
3188,21.775847455916207,Non-Expansion
3240,-41.689861598670035,Non-Expansion
3243,-32.90732950179616,Non-Expansion
3247,-20.173388609418136,Non-Expansion
3254,6.667498117857933,Non-Expansion
3271,-97.99144126260448,Non-Expansion
3281,-57.29286541489176,Non-Expansion
3291,-26.792729551449174,Non-Expansion
3298,-137.04989908987685,Non-Expansion
3305,-9.116086592524537,Non-Expansion
3310,-75.00974845852083,Non-Expansion
3315,-98.01315534329895,Non-Expansion
3317,4.534586138207764,Non-Expansion
3325,-83.94273822808768,Non-Expansion
3329,53.53814427131317,Non-Expansion
3335,-61.19296840335934,Non-Expansion
3338,-70.26381329746961,Non-Expansion
3350,-36.39347700647281,Non-Expansion
3354,63.420688692851556,Non-Expansion
3257,-97.02008800530982,Non-Expansion
3284,-137.50360924288324,Non-Expansion
3307,-5.90139701020675,Non-Expansion
3313,-40.21472207842281,Non-Expansion
3324,160.3765538626753,Non-Expansion
3328,227.01885702869146,Non-Expansion
3106,-7.062846994936707,Non-Expansion
3113,-85.52162345104276,Non-Expansion
3278,74.37683018793264,Expansion Recommended
3351,-77.36142308159978,Non-Expansion
3369,110.35639933090705,Non-Expansion
3096,51.2982670703521,Non-Expansion
3370,-24.901862020576697,Non-Expansion
3280,-58.91002591008474,Non-Expansion
3356,144.21583561727064,Expansion Recommended
3362,-19.904836772524558,Expansion Recommended
3357,-137.36426043216917,Non-Expansion
3371,-46.37445162443332,Non-Expansion
3000,31.015325273357117,Non-Expansion
3372,-58.44181197476948,Non-Expansion
3332,-36.61430893815834,Non-Expansion
3375,-86.72843589299751,Non-Expansion
3306,-32.45964337786274,Non-Expansion
3373,-66.11571849264739,Non-Expansion
3376,-61.254519433588555,Non-Expansion
3363,-35.6344316552812,Non-Expansion
3377,-65.51838787483103,Non-Expansion
3378,-72.70906431502743,Non-Expansion
3018,109.42802400151719,Non-Expansion
3381,-60.837439479919894,Non-Expansion
3382,-81.03159156649222,Non-Expansion
3383,-43.78929218637135,Non-Expansion
3374,-14.886712761456875,Non-Expansion
3387,-15.074126111056245,Non-Expansion
3388,-60.2221298129578,Non-Expansion
3259,24.388187676147393,Non-Expansion
3390,-35.51369664608398,Non-Expansion
3392,3.0895251313627514,Non-Expansion
3393,53.987811862543936,Non-Expansion
3391,-10.281238336503769,Non-Expansion
3394,-17.83881076514382,Non-Expansion
3395,-4.398533663617663,Non-Expansion
3396,0.12718690134002797,Non-Expansion
3397,-16.27071703290679,Non-Expansion
3398,-0.7384993737148846,Non-Expansion
